00612,15/07/2020,10,11,18,19,20,45,0,30337936500,27,10000000,1166,300000,18372,30000
00611,12/07/2020,02,15,21,27,31,35,0,27309454000,23,10000000,884,300000,14811,30000
00610,10/07/2020,18,20,22,33,35,39,0,24662886500,21,10000000,884,300000,14644,30000
00609,08/07/2020,14,15,17,21,31,38,0,23096788500,12,10000000,859,300000,14093,30000
00608,05/07/2020,05,08,10,17,22,31,0,21412184000,16,10000000,892,300000,14858,30000
00607,03/07/2020,04,05,17,18,22,36,0,19920010500,37,10000000,930,300000,14276,30000
00606,01/07/2020,10,13,14,26,32,33,0,18717334500,11,10000000,729,300000,14071,30000
00605,28/06/2020,04,15,24,36,37,41,0,17173729000,21,10000000,849,300000,13004,30000
00604,26/06/2020,09,23,27,30,38,41,0,15917912500,18,10000000,738,300000,12926,30000
00603,24/06/2020,07,17,18,32,39,40,0,14614719000,7,10000000,768,300000,12902,30000
00602,21/06/2020,07,09,13,33,40,44,0,13220130500,22,10000000,883,300000,14258,30000
00601,19/06/2020,04,12,17,19,32,45,2,45684111000,45,10000000,2219,300000,35925,30000
00600,17/06/2020,07,16,28,33,34,45,0,84946818500,39,10000000,1936,300000,33745,30000
00599,14/06/2020,19,22,24,41,44,45,0,78571404000,46,10000000,1911,300000,29107,30000
00598,12/06/2020,05,16,22,27,30,31,0,73475094000,36,10000000,1612,300000,26216,30000
00597,10/06/2020,02,11,23,25,26,35,0,68049543000,29,10000000,1674,300000,28765,30000
00596,07/06/2020,06,07,11,16,23,44,0,62815156500,53,10000000,2326,300000,31276,30000
00595,05/06/2020,10,13,22,28,38,43,0,58798582000,34,10000000,1393,300000,22956,30000
00594,03/06/2020,01,15,17,19,40,43,0,54279268000,25,10000000,1241,300000,21772,30000
00593,31/05/2020,01,06,13,27,35,40,0,49640083000,26,10000000,1327,300000,20992,30000
00592,29/05/2020,04,10,23,26,35,37,0,45537563500,24,10000000,1270,300000,20871,30000
00591,27/05/2020,06,15,29,30,37,42,0,41676491500,21,10000000,1155,300000,20938,30000
00590,24/05/2020,01,29,30,32,34,35,0,37678580500,25,10000000,879,300000,16725,30000
00589,22/05/2020,03,08,19,28,35,41,0,33938516000,28,10000000,1229,300000,19443,30000
00588,20/05/2020,01,08,15,23,25,39,0,32194354500,40,10000000,1292,300000,20040,30000
00587,17/05/2020,02,04,21,30,33,37,0,30660959000,25,10000000,904,300000,15472,30000
00586,15/05/2020,03,12,13,28,33,36,0,28926318500,31,10000000,1099,300000,17738,30000
00585,13/05/2020,06,20,21,35,40,45,0,27388276500,27,10000000,1183,300000,18134,30000
00584,10/05/2020,07,09,23,32,33,37,0,25796746500,17,10000000,1014,300000,17364,30000
00583,08/05/2020,01,03,07,12,22,25,0,24151984500,25,10000000,1142,300000,17075,30000
00582,06/05/2020,03,18,25,29,30,44,0,22721676000,20,10000000,962,300000,16088,30000
00581,03/05/2020,05,18,29,32,38,44,0,21141122000,16,10000000,806,300000,14384,30000
00580,01/05/2020,06,07,16,37,40,44,0,19664130500,11,10000000,710,300000,12607,30000
00579,29/04/2020,01,08,11,13,15,32,0,18366851000,8,10000000,942,300000,15272,30000
00578,26/04/2020,05,25,30,36,37,41,0,16901292000,15,10000000,689,300000,12086,30000
00577,24/04/2020,10,31,37,39,40,43,0,15554413500,10,10000000,621,300000,10628,30000
00576,29/03/2020,07,10,23,36,39,44,0,14287347500,6,10000000,664,300000,11464,30000
00575,27/03/2020,01,06,10,35,36,45,0,13089171500,12,10000000,661,300000,11442,30000
00574,25/03/2020,26,31,33,37,38,45,1,15800249000,12,10000000,675,300000,11957,30000
00573,22/03/2020,02,10,19,22,24,29,0,14394846500,10,10000000,875,300000,13961,30000
00572,20/03/2020,08,23,29,37,39,44,0,13176623000,13,10000000,773,300000,12383,30000
00571,18/03/2020,06,21,30,37,38,45,1,62684211000,13,10000000,1219,300000,22398,30000
00570,15/03/2020,04,07,11,17,19,31,0,57959783500,31,10000000,1588,300000,24547,30000
00569,13/03/2020,08,13,20,28,35,45,0,53983116000,33,10000000,1581,300000,24725,30000
00568,11/03/2020,12,16,29,35,37,44,0,50186438500,23,10000000,1418,300000,22113,30000
00567,08/03/2020,03,13,17,19,21,43,0,46265120000,30,10000000,1300,300000,20998,30000
00566,06/03/2020,06,09,10,16,26,42,0,42660497500,33,10000000,1323,300000,21204,30000
00565,04/03/2020,01,07,17,24,35,41,0,39345173500,32,10000000,1209,300000,19063,30000
00564,01/03/2020,01,06,07,13,26,39,0,36055064000,25,10000000,997,300000,17870,30000
00563,28/02/2020,02,19,23,27,29,38,0,32941839000,13,10000000,930,300000,16671,30000
00562,26/02/2020,02,10,12,20,24,39,0,29761306500,35,10000000,1238,300000,18771,30000
00561,23/02/2020,01,06,16,23,34,42,0,26980902000,21,10000000,1049,300000,16421,30000
00560,21/02/2020,13,15,22,28,29,41,0,24507303500,19,10000000,787,300000,13993,30000
00559,19/02/2020,01,16,23,25,30,38,0,22971905500,21,10000000,847,300000,15646,30000
00558,16/02/2020,01,04,14,36,37,41,0,21451490000,13,10000000,759,300000,12677,30000
00557,14/02/2020,04,14,24,32,36,43,0,19896006000,32,10000000,958,300000,14674,30000
00556,12/02/2020,05,13,16,20,24,35,0,18686469000,18,10000000,891,300000,14790,30000
00555,09/02/2020,01,04,18,22,26,35,0,17272512500,8,10000000,935,300000,13757,30000
00554,07/02/2020,06,11,15,33,40,44,0,15894979500,25,10000000,833,300000,13487,30000
00553,05/02/2020,09,19,24,37,38,45,0,14716702500,15,10000000,900,300000,15353,30000
00552,02/02/2020,01,04,16,32,35,38,0,13410590500,7,10000000,787,300000,12887,30000
00551,31/01/2020,08,09,20,25,30,40,1,39393760000,30,10000000,1398,300000,20904,30000
00550,29/01/2020,03,10,16,24,39,44,0,35767812500,18,10000000,1034,300000,16394,30000
00549,26/01/2020,04,05,09,25,33,37,0,32663745000,30,10000000,1183,300000,18837,30000
00548,22/01/2020,01,15,16,34,36,42,0,29298454500,23,10000000,1058,300000,18459,30000
00547,19/01/2020,01,04,19,25,35,39,0,25510108000,31,10000000,1251,300000,19337,30000
00546,17/01/2020,08,26,28,37,40,42,0,23200768000,24,10000000,1044,300000,18296,30000
00545,15/01/2020,02,08,19,31,38,44,0,21510758000,29,10000000,1037,300000,18007,30000
00544,12/01/2020,07,12,17,21,35,45,0,19872112500,27,10000000,1334,300000,18655,30000
00543,10/01/2020,10,18,24,35,41,43,0,18509904500,23,10000000,909,300000,15362,30000
00542,08/01/2020,02,04,10,21,25,43,0,17008985000,23,10000000,926,300000,15206,30000
00541,05/01/2020,05,11,12,26,44,45,0,15550849500,41,10000000,1287,300000,17774,30000
00540,03/01/2020,01,15,17,26,32,44,0,14655615000,19,10000000,767,300000,13611,30000
00539,01/01/2020,08,10,23,26,37,38,0,13312067500,19,10000000,829,300000,13625,30000
00538,29/12/2019,07,12,21,24,35,43,1,57045118500,48,10000000,1540,300000,24319,30000
00537,27/12/2019,02,07,10,12,33,43,0,52865508000,26,10000000,1252,300000,23318,30000
00536,25/12/2019,10,18,25,26,36,43,0,48452999500,29,10000000,1250,300000,21772,30000
00535,22/12/2019,09,10,11,18,22,36,0,44243846500,22,10000000,1352,300000,22246,30000
00534,20/12/2019,01,09,16,27,38,45,0,40443194000,31,10000000,1295,300000,19904,30000
00533,18/12/2019,08,09,12,19,22,25,0,37173295000,33,10000000,1605,300000,23142,30000
00532,15/12/2019,03,13,15,16,22,36,0,35603542000,21,10000000,1052,300000,18750,30000
00531,13/12/2019,02,08,09,25,26,40,0,33790460500,25,10000000,1135,300000,18579,30000
00530,11/12/2019,01,02,08,27,29,39,0,32090856500,15,10000000,1046,300000,17261,30000
00529,08/12/2019,12,20,30,31,34,44,0,30329123500,11,10000000,932,300000,15745,30000
00528,06/12/2019,02,20,26,35,43,45,0,28546624000,16,10000000,873,300000,14863,30000
00527,04/12/2019,16,19,24,30,32,35,0,26950480500,16,10000000,1019,300000,16157,30000
00526,01/12/2019,03,14,16,27,31,35,0,25377089500,15,10000000,848,300000,14632,30000
00525,29/11/2019,14,15,16,17,19,34,0,23737598500,19,10000000,719,300000,13820,30000
00524,27/11/2019,03,05,13,19,20,33,0,22213329000,25,10000000,946,300000,15580,30000
00523,24/11/2019,05,21,24,28,29,34,0,20885667500,13,10000000,758,300000,13544,30000
00522,22/11/2019,01,09,10,19,30,38,0,19423681500,25,10000000,994,300000,15436,30000
00521,20/11/2019,10,21,22,24,43,44,0,18300224000,10,10000000,684,300000,11659,30000
00520,17/11/2019,06,07,14,31,39,44,0,16908131500,12,10000000,683,300000,12441,30000
00519,15/11/2019,02,13,27,33,40,41,0,15604919500,19,10000000,661,300000,11224,30000
00518,13/11/2019,17,19,24,30,31,40,0,14424595500,13,10000000,652,300000,11368,30000
00517,10/11/2019,04,14,21,28,32,36,0,13211095000,5,10000000,614,300000,10774,30000
00516,08/11/2019,04,16,19,30,32,44,1,13105822000,15,10000000,708,300000,11333,30000
00515,06/11/2019,03,15,22,23,38,43,1,25973365000,38,10000000,1014,300000,15743,30000
00514,03/11/2019,28,30,32,38,44,45,0,24662089000,28,10000000,844,300000,13669,30000
00513,01/11/2019,06,11,20,30,37,40,0,23289402000,12,10000000,847,300000,14003,30000
00512,30/10/2019,02,05,08,12,29,38,0,21917627500,28,10000000,1013,300000,16234,30000
00511,27/10/2019,01,19,29,30,40,42,0,20715497000,15,10000000,729,300000,12371,30000
00510,25/10/2019,04,07,09,22,32,37,0,19294833000,16,10000000,810,300000,13575,30000
00509,23/10/2019,02,09,21,23,32,41,0,18002864000,16,10000000,904,300000,14386,30000
00508,20/10/2019,01,03,08,15,38,40,0,16793980000,17,10000000,733,300000,12307,30000
00507,18/10/2019,04,14,15,22,28,39,0,15557260500,12,10000000,652,300000,11526,30000
00506,16/10/2019,01,04,23,28,41,42,0,14327867000,17,10000000,632,300000,10858,30000
00505,13/10/2019,06,22,28,31,37,40,0,13134526000,19,10000000,600,300000,10352,30000
00504,11/10/2019,06,12,14,27,28,36,1,22740613000,14,10000000,897,300000,15192,30000
00503,09/10/2019,03,12,21,24,28,32,0,21389955500,31,10000000,951,300000,15003,30000
00502,06/10/2019,01,06,17,30,44,45,0,20224441000,18,10000000,747,300000,12737,30000
00501,04/10/2019,02,09,24,25,30,36,0,18949662000,19,10000000,782,300000,13405,30000
00500,02/10/2019,02,06,07,25,28,41,0,17753510000,16,10000000,794,300000,13566,30000
00499,29/09/2019,02,09,12,18,21,23,0,16530261500,15,10000000,973,300000,14995,30000
00498,27/09/2019,06,09,11,28,37,44,0,15393271500,22,10000000,891,300000,13451,30000
00497,25/09/2019,09,14,22,26,44,45,0,14415927500,13,10000000,748,300000,12635,30000
00496,22/09/2019,03,06,21,36,38,39,0,13255293000,16,10000000,781,300000,12729,30000
00495,20/09/2019,07,12,24,29,31,45,2,99453004500,117,10000000,3480,300000,43740,30000
00494,18/09/2019,03,09,13,17,19,20,0,94535082000,66,10000000,2751,300000,38019,30000
00493,15/09/2019,08,09,28,33,35,43,0,89344198000,33,10000000,1737,300000,31595,30000
00492,13/09/2019,02,15,17,25,30,38,0,84031956000,34,10000000,1616,300000,27028,30000
00491,11/09/2019,21,25,29,32,34,35,0,78841975000,27,10000000,1311,300000,24917,30000
00490,08/09/2019,06,09,11,26,28,36,0,73447486500,51,10000000,2138,300000,28471,30000
00489,06/09/2019,02,04,13,15,26,31,0,69609684500,50,10000000,1516,300000,23372,30000
00488,04/09/2019,01,09,11,23,30,37,0,65623409000,36,10000000,1325,300000,22657,30000
00487,01/09/2019,05,07,14,16,29,40,0,61531051000,17,10000000,1178,300000,20097,30000
00486,30/08/2019,05,06,22,23,25,44,0,57561110500,24,10000000,1367,300000,22476,30000
00485,28/08/2019,01,04,12,14,19,30,0,53879797500,39,10000000,1275,300000,20001,30000
00484,25/08/2019,07,08,15,20,24,31,0,50256177000,20,10000000,1290,300000,19053,30000
00483,23/08/2019,06,07,12,17,19,24,0,46911829000,19,10000000,1253,300000,20309,30000
00482,21/08/2019,06,08,17,20,21,31,0,43784877000,29,10000000,1123,300000,17782,30000
00481,18/08/2019,02,07,18,21,24,33,0,40626087000,22,10000000,987,300000,16944,30000
00480,16/08/2019,06,14,15,19,31,39,0,37492523500,14,10000000,915,300000,16248,30000
00479,14/08/2019,13,20,22,24,33,34,0,34518894000,20,10000000,855,300000,14855,30000
00478,11/08/2019,01,04,07,09,25,31,0,31428258500,22,10000000,961,300000,15474,30000
00477,09/08/2019,11,19,26,28,30,42,0,28478574500,26,10000000,972,300000,15267,30000
00476,07/08/2019,01,05,13,31,32,43,0,26578394000,17,10000000,779,300000,14034,30000
00475,04/08/2019,06,10,21,30,43,45,0,25016702000,16,10000000,790,300000,13880,30000
00474,02/08/2019,11,18,20,22,25,26,0,23471032000,22,10000000,1012,300000,15433,30000
00473,31/07/2019,06,12,15,19,25,45,0,22199548000,25,10000000,1034,300000,16594,30000
00472,28/07/2019,05,14,16,24,42,43,0,21025187500,7,10000000,776,300000,12591,30000
00471,26/07/2019,05,14,16,22,25,33,0,19673771500,18,10000000,763,300000,13117,30000
00470,24/07/2019,20,22,25,39,44,45,0,18405343500,14,10000000,635,300000,11869,30000
00469,21/07/2019,07,08,10,24,33,44,0,17128970000,19,10000000,765,300000,11969,30000
00468,19/07/2019,09,12,23,26,28,43,0,16041728500,19,10000000,834,300000,13056,30000
00467,17/07/2019,10,11,16,22,28,35,0,15023456000,17,10000000,824,300000,12179,30000
00466,14/07/2019,02,03,07,25,33,34,0,14014911500,16,10000000,673,300000,11490,30000
00465,12/07/2019,16,18,24,26,40,44,0,12982557500,17,10000000,670,300000,10245,30000
00464,10/07/2019,01,02,06,07,16,27,1,29119908000,14,10000000,1047,300000,17186,30000
00463,07/07/2019,02,18,21,23,30,31,0,27560799500,14,10000000,897,300000,15139,30000
00462,05/07/2019,19,21,30,31,37,43,0,25923998500,23,10000000,799,300000,13795,30000
00461,03/07/2019,02,07,25,29,39,45,0,24476352500,21,10000000,971,300000,15357,30000
00460,30/06/2019,05,20,22,25,28,32,0,23161203000,13,10000000,822,300000,13884,30000
00459,28/06/2019,11,25,37,40,41,45,0,21710623500,16,10000000,770,300000,12897,30000
00458,26/06/2019,01,05,09,10,33,41,0,20418360500,10,10000000,825,300000,13662,30000
00457,23/06/2019,03,08,11,27,32,36,0,19041263000,12,10000000,837,300000,13698,30000
00456,21/06/2019,01,04,19,21,23,39,0,17771417500,11,10000000,704,300000,11773,30000
00455,19/06/2019,02,04,11,15,35,40,0,16557487500,12,10000000,722,300000,12321,30000
00454,16/06/2019,06,07,19,29,31,36,0,15332578500,18,10000000,634,300000,11785,30000
00453,14/06/2019,02,12,16,36,37,45,0,14177934500,16,10000000,688,300000,11136,30000
00452,12/06/2019,10,11,21,23,26,37,0,13115937000,12,10000000,683,300000,11253,30000
00451,09/06/2019,02,06,22,25,35,36,1,34381055000,13,10000000,906,300000,15308,30000
00450,07/06/2019,11,13,15,26,27,41,0,32742356500,21,10000000,916,300000,15081,30000
00449,05/06/2019,04,08,22,25,37,39,0,31263883000,20,10000000,926,300000,15716,30000
00448,02/06/2019,02,05,12,35,41,43,0,29782077000,22,10000000,874,300000,15017,30000
00447,31/05/2019,05,06,07,12,23,30,0,28327703000,18,10000000,1036,300000,16259,30000
00446,29/05/2019,12,18,19,27,35,42,0,26999524500,19,10000000,941,300000,15534,30000
00445,26/05/2019,11,12,14,23,29,32,0,25583062000,26,10000000,1043,300000,15998,30000
00444,24/05/2019,02,03,31,33,35,40,0,24272614500,10,10000000,768,300000,13012,30000
00443,22/05/2019,01,13,16,22,23,35,0,22677291500,13,10000000,804,300000,14506,30000
00442,19/05/2019,02,11,19,27,30,42,0,21220151500,19,10000000,900,300000,14587,30000
00441,17/05/2019,06,16,18,29,39,43,0,19892566500,21,10000000,931,300000,14250,30000
00440,15/05/2019,17,28,29,33,34,35,0,18642166500,19,10000000,707,300000,13221,30000
00439,12/05/2019,01,08,13,17,21,43,0,17230884500,11,10000000,779,300000,13370,30000
00438,10/05/2019,05,23,25,30,35,38,0,15860858500,8,10000000,708,300000,12653,30000
00437,08/05/2019,01,07,08,31,34,45,0,14557802000,13,10000000,754,300000,12592,30000
00436,05/05/2019,13,27,30,38,39,41,0,13321559500,9,10000000,676,300000,11367,30000
00435,03/05/2019,01,06,14,31,35,44,1,20603254000,18,10000000,742,300000,13289,30000
00434,01/05/2019,18,23,24,27,33,41,0,19167212000,14,10000000,661,300000,11369,30000
00433,28/04/2019,04,24,28,30,33,43,0,17974733000,18,10000000,755,300000,12659,30000
00432,26/04/2019,01,02,14,15,16,30,0,16734191500,22,10000000,745,300000,12598,30000
00431,24/04/2019,04,07,12,13,20,45,0,15460909500,14,10000000,838,300000,13850,30000
00430,21/04/2019,08,11,13,20,41,43,0,14253836000,16,10000000,735,300000,11891,30000
00429,19/04/2019,01,04,05,12,17,21,0,13042826000,22,10000000,889,300000,13140,30000
00428,17/04/2019,07,11,21,25,30,44,1,13225173500,19,10000000,770,300000,12946,30000
00427,14/04/2019,04,13,20,34,35,37,1,44071252500,21,10000000,1015,300000,19036,30000
00426,12/04/2019,03,12,15,16,17,44,0,40141316500,26,10000000,1425,300000,23289,30000
00425,10/04/2019,07,11,14,30,35,42,0,36441477000,21,10000000,1286,300000,21151,30000
00424,07/04/2019,08,10,26,28,32,34,0,32688405500,19,10000000,1083,300000,18993,30000
00423,05/04/2019,02,07,25,36,38,43,0,29177213000,23,10000000,1128,300000,18453,30000
00422,03/04/2019,04,11,18,33,34,45,0,26129369500,24,10000000,1065,300000,18572,30000
00421,31/03/2019,03,05,19,28,31,38,0,24437276000,15,10000000,1085,300000,17793,30000
00420,29/03/2019,02,19,26,27,30,37,0,22765342000,15,10000000,917,300000,15485,30000
00419,27/03/2019,09,12,22,24,30,42,0,21055913000,26,10000000,1078,300000,16892,30000
00418,24/03/2019,05,17,21,27,34,40,0,19595469000,11,10000000,814,300000,14508,30000
00417,22/03/2019,01,03,06,13,18,41,0,18010166000,13,10000000,871,300000,14393,30000
00416,20/03/2019,02,07,17,24,29,37,0,16559719000,29,10000000,1010,300000,15119,30000
00415,17/03/2019,05,06,16,18,24,42,0,15253753500,29,10000000,1105,300000,15576,30000
00414,15/03/2019,05,10,15,19,38,42,0,14180566000,25,10000000,870,300000,14640,30000
00413,13/03/2019,05,16,24,26,34,44,0,13014844500,34,10000000,1070,300000,13801,30000
00412,10/03/2019,05,24,31,32,42,45,1,24935729000,18,10000000,1145,300000,17867,30000
00411,08/03/2019,04,14,20,27,32,43,0,23311659500,23,10000000,953,300000,15887,30000
00410,06/03/2019,02,07,14,24,40,41,0,21651509000,22,10000000,1012,300000,16235,30000
00409,03/03/2019,01,13,17,20,30,45,0,20020723000,12,10000000,877,300000,14886,30000
00408,01/03/2019,15,23,29,31,38,43,0,18395685000,17,10000000,909,300000,14393,30000
00407,27/02/2019,05,12,15,16,25,35,0,16899838500,40,10000000,1179,300000,16382,30000
00406,24/02/2019,01,07,13,23,32,42,0,15777343000,21,10000000,846,300000,13951,30000
00405,22/02/2019,07,10,18,25,44,45,0,14477636500,19,10000000,831,300000,14306,30000
00404,20/02/2019,01,10,15,24,37,45,0,13180421500,28,10000000,963,300000,14502,30000
00403,17/02/2019,11,12,14,25,29,31,1,21973928500,59,10000000,1029,300000,17088,30000
00402,15/02/2019,03,22,26,27,30,44,0,20754252000,30,10000000,1109,300000,17557,30000
00401,13/02/2019,05,11,18,33,37,41,0,19147983000,22,10000000,1093,300000,18161,30000
00400,10/02/2019,01,11,17,25,29,35,0,17338772000,16,10000000,892,300000,14600,30000
00399,08/02/2019,11,12,33,36,39,43,0,15924776500,10,10000000,722,300000,11293,30000
00398,06/02/2019,22,24,25,30,33,38,0,14851632000,17,10000000,748,300000,12379,30000
00397,03/02/2019,01,02,05,09,23,24,0,13563140000,13,10000000,982,300000,16804,30000
00396,01/02/2019,03,04,06,38,39,43,3,75388996000,84,10000000,2242,300000,32988,30000
00395,30/01/2019,01,04,06,13,37,41,0,70202846500,16,10000000,1660,300000,27981,30000
00394,27/01/2019,09,11,12,22,27,29,0,64238800500,44,10000000,1992,300000,29822,30000
00393,25/01/2019,11,13,14,22,30,38,0,59381811000,36,10000000,1494,300000,24596,30000
00392,23/01/2019,02,09,13,29,33,40,0,54675909000,14,10000000,1467,300000,25586,30000
00391,20/01/2019,08,16,21,31,35,38,0,49631995000,25,10000000,1284,300000,21872,30000
00390,18/01/2019,12,15,19,38,40,45,0,45228539500,14,10000000,1375,300000,22815,30000
00389,16/01/2019,01,08,14,24,31,40,0,41145812500,20,10000000,1077,300000,18823,30000
00388,13/01/2019,01,20,21,23,26,33,0,37819245500,20,10000000,919,300000,16991,30000
00387,11/01/2019,19,21,22,23,25,44,0,35699076500,25,10000000,1156,300000,18900,30000
00386,09/01/2019,17,27,28,30,33,41,0,33794171000,22,10000000,1008,300000,17741,30000
00385,06/01/2019,09,22,33,34,35,44,0,31809761500,22,10000000,1189,300000,18903,30000
00384,04/01/2019,01,08,14,16,19,22,0,29906609000,16,10000000,1041,300000,17173,30000
00383,02/01/2019,04,14,32,35,36,40,0,28121934500,21,10000000,891,300000,15446,30000
